ID,Amount
10033474,4087.5
10033642,5663.75
10034122,2631.75
10034226,4087.5
10034690,5094.25
10034746,3765.75
10034761,5663.75
10034794,3515.5
10034844,6782.75
10035282,4921.75
10035738,3515.5
10036168,8907.75
10036233,4377.75
10036516,8907.75
10036523,5663.75
10036777,5663.75
10036811,3162.5
10037018,4377.75
10037282,5663.75
10037427,6782.75
10037540,5663.75
10037612,5862.75
10037616,6782.75
10037708,4921.75
10038201,4230.75
10038410,4921.75
10038419,4087.5
10039885,6782.75
10012711,7267.25
10012712,11483.36
10012915,11483.36
